word,selected_sentence,sentence_length,original_frequency,tokens,token_num
consulship,It is assumed Appuleius died not long after 14 because he is not mentioned subsequent to his consulship.,18,7,"['▁cons', 'ul', 'ship']",3
inpatient,"It has 1050 inpatient beds in 47 service units, a 58-bed intensive care unit and a 17-bed emergency unit.",19,7,"['▁in', 'pat', 'ient']",3
nu,72 on the Billboard 200 and launching the nu metal sound.,11,7,['▁nu'],1
centrepiece,"At tall, the wheel provided panoramic views of the city and was the centrepiece of Nottingham City Council's ""Light Night"".",20,7,"['▁cent', 'rep', 'ie', 'ce']",4
microscope,"There are also numerous indistinct, unequal striae only visible under a microscope.",12,7,"['▁mic', 'ros', 'cope']",3
carburetor,The standard engine was aluminium-block overhead-valve ZMZ-24D inline-four producing with one twin-choke carburetor.,13,7,"['▁car', 'b', 'ure', 'tor']",4
superclass,A common superclass example is a Vehicle superclass along with the subclasses of Car and Truck.,16,7,"['▁super', 'class']",2
padding,New dashboard consisted of aluminium body and two pieces of soft polyurethane foam padding.,14,7,['▁padding'],1
astragalus,The short calcaneus has solid articulation facets for the astragalus and a concave distal one for the cuboid.,18,7,"['▁ast', 'rag', 'alus']",3
entityattributes,The <mdattr:EntityAttributes> extension element includes a single entity attribute.,9,7,"['▁entity', 'attributes']",2
amphitheatre,"With a 2100-seater amphitheatre, a Chinese Garden, a Rowing Club and two cafes, it is the city's main recreational area.",20,7,"['▁am', 'ph', 'it', 'he', 'atre']",5
viz,"In English, the written abbreviations e.g., i.e., and viz.",9,7,['▁viz'],1
exon,"Exon 1 is 36 nucleotides long, exon 2 is 25 nucleotides long, exon 3 is 23 nt, and exon 4 is 346 nt.",23,7,"['▁ex', 'on']",2
osteoarthritis,The COL2A1 gene associated with osteoarthritis through altered expression levels compared with in normal tissue is upregulated by miR-675 overexpression.,20,7,"['▁o', 'ste', 'o', 'arth', 'rit', 'is']",6
pronouncement,"Williams’ first book, A Pronouncement of the Public Conscience, was published in 1921.",13,7,"['▁pron', 'oun', 'cement']",3
fireside,"The term ""fireside"" was first used in the 1930s for a variety of such meetings in the LDS Church.",19,7,"['▁fires', 'ide']",2
lithographer,"He set up shop alone, working as ""N. Currier, Lithographer"" until 1856.",12,7,"['▁l', 'ith', 'ograph', 'er']",4
sauna,"After seeing Leo and Edison's soldiers leave for the sauna, Faraday bakes a pie drugged with sleeping liquid.",18,7,"['▁sa', 'una']",2
chopping,A few volcanic rocks and wood fragments seem to have been modified into heavy duty chopping tools.,17,7,"['▁cho', 'pping']",2
alexander,"Volume 2: Alexander Pushkin: Myth and Monument, edited with Robert Reid, Rodopi, Amsterdam-New York, 2003, x + 211 pp.",19,7,"['▁a', 'lex', 'ander']",3
ballotage,"Pre-election polls indicated that Scioli would win by a wide margin, possibly avoiding a ballotage.",15,7,"['▁ball', 'ot', 'age']",3
madrasa,Mass killings were also conducted near the Madrasa of Hajirhat Kalakopa.,11,7,"['▁mad', 'ras', 'a']",3
xv,"XV said of it, ""I think that Everybody’s Nobody was it.",11,7,"['▁x', 'v']",2
corset,"The term ""wasp waist"" describes an extreme fashion silhouette, produced by a style of corset and girdle.",17,7,"['▁cor', 'set']",2
caricaturist,"The Poets' Corner is a book of twenty caricatures by English caricaturist, essayist and parodist Max Beerbohm.",17,7,"['▁car', 'ic', 'atur', 'ist']",4
immitis,Ophüls and Moffitt proved that C. immitis was a fungus rather than a protozoan in 1900.,16,7,"['▁im', 'mit', 'is']",3
exclusivity,Materials used increased the cost and hence exclusivity of these handsets.,11,7,"['▁exclus', 'ivity']",2
trachea,Transtracheal oxygen catheters are inserted directly into the trachea through a small opening in the front of the neck for that purpose.,22,7,"['▁tra', 'che', 'a']",3
checkerboard,Tabler's original checkerboard facade was removed and replaced with a more contemporary post-modern facade to match the new wing.,19,7,"['▁check', 'er', 'board']",3
photoshoot,The photoshoot took place while the band was in preproduction for their next album.,14,7,"['▁photos', 'ho', 'ot']",3
emo,"In September 1997, Timothy Kirkpatrick (formerly of the emo band Roosevelt) joined both As Friends Rust and Culture.",18,7,"['▁em', 'o']",2
heater,"Station wagons sometimes had simulated ""wood"" decoration and often a rear window wiper and heater.",15,7,"['▁he', 'ater']",2
marginalization,"Members of the el-Tor local council complained that his operations further marginalized the Bedouins by not contributing to their welfare, increasing their sense of marginalization.",25,7,"['▁marg', 'inal', 'ization']",3
scapegoat,"Hank (Anthony Carrigan) suggests using their ""scapegoat"" in Chechnya, Fuches (Stephen Root), to help them.",15,7,"['▁sc', 'ap', 'ego', 'at']",4
applause,"No such occurrence, however, took place...the pedler's [sic] song...was encored amongst the loudest bursts of applause.",16,7,"['▁app', 'la', 'use']",3
geochemistry,"The technique is used extensively in isotope geochemistry, geochronology, and in cosmochemistry.",12,7,"['▁ge', 'och', 'em', 'istry']",4
gabbro,"Often, cumulate layers are polyminerallic, forming gabbro, norite and other rock types.",12,7,"['▁gab', 'bro']",2
tump,"Tump means a hillock, mound, barrow or tumulus.",8,7,"['▁t', 'ump']",2
idolatry,"He was a supporter of the Jesuits, and collaborated with them in the suppression of idolatry and witchcraft.",18,7,"['▁id', 'ol', 'at', 'ry']",4
ours,"Lessig concludes with a thought that ""ours was a free culture [that] is becoming much less so.""",17,7,"['▁our', 's']",2
guillotine,"Because of the impending abolition, Vollenweider's verdict – performed with a guillotine borrowed from Lucerne – was controversial.",18,7,"['▁gu', 'ill', 'ot', 'ine']",4
denser,Magmas with high magnesium and iron contents are denser and are therefore less likely to be able to reach the surface.,21,7,"['▁dens', 'er']",2
sap,References External links Dusky sap beetle at Bugguide Nitidulidae Beetles of North America Beetles of Europe,16,7,['▁sap'],1
tempore,"Since 2013, he is serving as Speaker pro tempore of the House of Representatives of Puerto Rico.",17,7,"['▁temp', 'ore']",2
plinthocoelium,"Plinthocoelium is a genus of beetles in the family Cerambycidae, containing the following species: Plinthocoelium chilense (Blanchard in Gay, 1851) Plinthocoelium cobaltinum (LeConte, 1873) Plinthocoelium domingoense (Fisher, 1922) Plinthocoelium koppei Schmidt, 1924 Plinthocoelium schwarzi (Fisher, 1914) Plinthocoelium suaveolens (Linnaeus, 1768) Plinthocoelium virens (Drury, 1770) Plinthocoelium xanthogastrum (Bates, 1880) References Callichromatini",50,7,"['▁pl', 'inth', 'oco', 'el', 'ium']",5
auctioneer,"Robert A. Siegel (January 1, 1913 – December 3, 1993), of New York City, was an auctioneer of philatelic material, particularly rare postage stamps and covers.",26,7,"['▁au', 'ction', 'e', 'er']",4
malignancy,"Pink to red/bloody: Traumatic tap, malignancy, pulmonary infarction, intestinal infarction, pancreatitis, trauma.",12,7,"['▁m', 'align', 'ancy']",3
langue,"At Rhodes, and later Malta, the resident knights of each langue were headed by a bailiff.",16,7,['▁langue'],1
scenarist,"They complimented the work of the scenarist and director, and especially complimented the cinematography.",14,7,"['▁scen', 'ar', 'ist']",3
daily,"In May 1980, Ayatollah Khomeini named Ebrahim Yazdi, then foreign minister, as head of the daily.",16,7,['▁daily'],1
reassurance,"If you weren't sure of anything you could always get reassurance from him or the cameraman, Tom Cowan.",18,7,"['▁re', 'ass', 'urance']",3
multi,"She has a multi octave range, but uses two distinctly different voices to emote her music.",16,7,['▁multi'],1
accuser,The situation—resolved via a private mediator between the two—resulted in Pinegrove taking a year-long hiatus at the accuser's request.,19,7,"['▁acc', 'user']",2
stab,"In February 2021, Bonang Gaelae was killed by a stab to the neck.",13,7,"['▁st', 'ab']",2
hindrance,"Instead of considering culture to be a hindrance for software engineering, culture should be seen as a resource for innovation and design.",22,7,"['▁h', 'ind', 'rance']",3
redox,Skyllas-Kazacos with her research team then patented the vanadium redox battery in 1986.,13,7,"['▁re', 'do', 'x']",3
epigraph,"Lighthall also used a quotation from a Scott poem, ""All the future lies before us / Glorious in that sunset land"", on the title page as the book's epigraph.",29,7,"['▁ep', 'ig', 'raph']",3
hombre,"""el hombre del overol"" (""The overall man""), Montìguéz Franco a.k.a.",10,7,['▁hombre'],1
promotes,Astrocyte-derived interleukin-33 promotes microglial synapse engulfment and neural circuit development.,10,7,"['▁prom', 'otes']",2
automaton,Prerequisite to an analysis of behaviorism: The conscious automaton theory from Spalding to William James.,15,7,"['▁automat', 'on']",2
kart,"With Vic's help and training, and a newly built kart, Watts enters the race.",14,7,"['▁k', 'art']",2
solenoid,"Later designs used electromagnetic sensing, with a transistor in the circuit to turn the solenoid on.",16,7,"['▁sol', 'en', 'oid']",3
bandmaster,"Biography In 1951 de Mariani married bandmaster and violinist Enrique José Mariani (1921-2003), until his death.",16,7,"['▁band', 'master']",2
hum,He replaced its neck and bridge pickups with DiMarzio Cruisers to avoid 60 cycle hum in studio settings.,18,7,['▁hum'],1
bang,"Next week we'll be going out with bang, so, hope to see you then.",14,7,"['▁b', 'ang']",2
til,P. Leer-Salvesen) 1993: Det avgjørende øyeblikket 1995: Du smiler til meg fra et falmet bilde (sm.m.,16,7,['▁til'],1
ethnomusicologist,"John Storm Roberts (February 24, 1936 – November 29, 2009) was a British-born, U.S.-based ethnomusicologist, writer and record producer.",19,7,"['▁eth', 'nom', 'us', 'ic', 'ologist']",5
sanctification,"Kiddush Shabbat – a weekly family dinner on the eve of every Shabbat, and sanctification (kiddush) of the entering day of Shabbat, over a kiddush cup of wine.",28,7,"['▁san', 'ct', 'ification']",3
china,"During the 18th and 19th centuries the area was noted for its coal mines, iron works, china factories and brickworks.",20,7,"['▁ch', 'ina']",2
rotator,Thrust bearings are also used with radio antenna masts to reduce the load on an antenna rotator.,17,7,"['▁rot', 'ator']",2
takeaway,"Watch it because it is an important film that offers an essential takeaway.""",13,7,"['▁take', 'away']",2
phlegia,Stalachtis phlegia is a species of butterfly of the family Riodinidae.,11,7,"['▁ph', 'leg', 'ia']",3
temsirolimus,Temsirolimus' high level of specificity for mTOR likely contributes to the tolerability of temsirolimus.,14,7,"['▁tem', 'si', 'rol', 'im', 'us']",5
retinue,Álvaro's claims were dismissed and King Ferdinand and his retinue marched to Valladolid.,13,7,"['▁ret', 'inue']",2
youtubers,References Living people 1988 births National Rally (France) politicians People from Ardèche French YouTubers,14,7,"['▁you', 't', 'ub', 'ers']",4
profane,The resident claimed the contents of the book are profane and violate the teachings of the Bible.,17,7,"['▁prof', 'ane']",2
disarray,"Post-occupation Later in 1944, 30 German-trained Belarusians were airdropped behind the Soviet front line to spark disarray.",17,7,"['▁dis', 'array']",2
isicathamiya,The group became a mobile academy of South African cultural heritage through their African indigenous isicathamiya music.,17,7,"['▁is', 'ic', 'ath', 'ami', 'ya']",5
polonium,Yershova studied the reactions of polonium with many different elements.,10,7,"['▁pol', 'on', 'ium']",3
intensification,"In addition, the divergent southwesterly flow produced by the trough resulted in the system beginning a period of rapid intensification.",20,6,"['▁intens', 'ification']",2
credential,The year before Davies narrowly missed the opportunity to obtain the credential at 22 years old after losing to Kedah Darul Aman.,22,6,"['▁cred', 'ential']",2
undercard,"Martinez was booked to face John Vincent Moralde on 5 April 2019, on the undercard of the Angelo Leo and Neil John Tabanao featherweight bout.",25,6,"['▁under', 'card']",2
fu,The federation ran the Australasian Kung Fu Championships from circa 1977/1978.,11,6,['▁fu'],1
upanishad,"The earliest reference to such a ""fifth Veda"" is found in the Chandogya Upanishad in hymn 7.1.2.",17,6,"['▁up', 'an', 'ish', 'ad']",4
ogre,"Brolloks ultimately corresponds to Miruka's interpretation of the ogre who stands ""for evil and death.",15,6,"['▁og', 're']",2
squire,"Arutha seeks the Mockers' cooperation to obtain more information on the assassins, and at their request, makes Jimmy a squire of his court.",23,6,"['▁s', 'quire']",2
blossom,"In addition to growing and processing fruit, in spring it is home to Australia's largest cherry blossom festival.",18,6,"['▁bl', 'oss', 'om']",3
xylem,"The secretion weakens the tree and temporarily diminishes its immune system, whereby the fungus can spread along the xylem.",19,6,"['▁x', 'yle', 'm']",3
serenata,"Works Il Leandro (libretto by Camillo Badovero, Venice, Teatro alle Zattere, 5 May 1679, then Teatro S. Moisè, 1682, as Gli amori fatali) Il Narciso, pastorale (Apostolo Zeno Ansbach Court Theatre, March 1697) Le pazzie d'amore e dell'interesse, (own libretto, Ansbach, 16 June 1699) Le risa di Democrito (Nicolò Minato, Vienna, 17 February 1700) La pace tra l'armi, serenata (own libretto, Ansbach 5 Sept. 1700) .",66,6,"['▁ser', 'en', 'ata']",3
saku,"""Nunusaku"" (which was a lost great kingdom according to legends) is a term consisting of two words: ""nunu"" or ""nunue"" (ficus tree), and ""saku"" (truth).",25,6,"['▁s', 'aku']",2
yukes,"Althea becomes queen and makes peace with the Yukes, while Keiss takes Vaigali's place as leader of the Selkie guild.",20,6,"['▁y', 'uk', 'es']",3
defenseman,"Durkin was named a 2013 ALL-MLL Defenseman, the only rookie in MLL history to be named All Pro.",18,6,"['▁def', 'ens', 'eman']",3
benzodiazepine,"Benzodiazepine withdrawal symptoms are similar to anxiety, including insomnia, excitability, restlessness, panic attacks and so on.",16,6,"['▁ben', 'z', 'odia', 'ze', 'pine']",5
sedative,Sedative-hypnotic medications are commonly prescribed for anti-anxiety or sleeping aid purposes.,11,6,"['▁sed', 'ative']",2
screwball,Une Femme ou Deux (English: One Woman or Two) is a French screwball comedy romance film released in 1985.,19,6,"['▁sc', 'rew', 'ball']",3
stole,"It is the stole, not the chasuble, that is the priestly vestment.",12,6,"['▁st', 'ole']",2
nearer,"The group then returned to Gardner and picked her up again, offering to drop her off nearer to her location.",20,6,"['▁near', 'er']",2
chancery,"In 1968, he started working at the diocesan chancery where he became administrator for priests and lay staff.",18,6,"['▁ch', 'anc', 'ery']",3
abdication,"From 1951 to 1952 he was Chamberlain of King Talal of Jordan, then, after the latter's abdication, member of the regency council (1952-1953).",23,6,"['▁ab', 'dic', 'ation']",3
benzoic,"In benzoic acid, the carbon atoms which are present in the ring are sp2 hybridised.",15,6,"['▁ben', 'zo', 'ic']",3
sinologist,"Barbara Mittler (born 15 February 1968 in Hagen, West Germany) is a German sinologist.",14,6,"['▁sin', 'ologist']",2
influencer,"Personal life From 2019 to 2020, he was in a relationship with right-wing social media influencer, Eva Vlaardingerbroek.",18,6,"['▁influen', 'cer']",2
lexicography,"Beyond phonology, Shcherba made significant contributions to the wider fields of linguistics and lexicography.",14,6,"['▁lex', 'ic', 'ography']",3
invertebrate,She also measured the consequences of dam removal on stream benthic invertebrate communities.,13,6,"['▁in', 'verte', 'br', 'ate']",4
utterance,"At runtime, the desired target utterance is created by determining the best chain of candidate units from the database (unit selection).",21,6,"['▁utter', 'ance']",2
putt,"Obstacles in Putt-Putt are limited to small hills, metal blockers, pipes, and rarely, small water hazards.",16,6,"['▁put', 't']",2
amnesia,"Marcia Halpern (February 27, 1949)Pat literally runs into a woman with amnesia as he's leaving the coffee shop.",18,6,"['▁am', 'nes', 'ia']",3
blacklist,"Smith was one of the victims of the Hollywood blacklist, which ended most of his film career in 1952.",19,6,"['▁black', 'list']",2
denazification,"When, in 1957, they relinquished this power, all efforts at denazification on the individual level were eliminated from the law.",20,6,"['▁den', 'az', 'ification']",3
natalensis,Dioscorea nanlaensis H.Li Dioscorea natalensis R.Knuth Dioscorea natalia Hammel Dioscorea neblinensis Maguire & Steyerm.,14,6,"['▁n', 'atal', 'ensis']",3
perennial,"Laserpitium siler, the laserwort, is a herbaceous perennial plant in the family Apiaceae.",13,6,"['▁per', 'enn', 'ial']",3
aan,"Voetbalvereniging Capelle is a football club based in Capelle aan den IJssel, Netherlands.",13,6,['▁aan'],1
renown,"In spite of his renown, Cheung remained a modest artist.",10,6,"['▁ren', 'own']",2
freemason,Soane was initiated on 1 December 1813 as a freemason under the newly established United Grand Lodge of England.,19,6,"['▁fre', 'em', 'ason']",3
topos,"In mathematics, synthetic differential geometry is a formalization of the theory of differential geometry in the language of topos theory.",20,6,"['▁to', 'pos']",2
campo,The ground floor would have had many shops lining the street and campo.,13,6,['▁campo'],1
tampon,"(1888–1981) was an osteopathic physician and inventor of the tampon with an applicator, marketed as ""Tampax"".",16,6,"['▁tam', 'pon']",2
livres,Paris: Aux Amateurs de livres.,5,6,['▁livres'],1
opt,The child's sex will be displayed on the birth certificate only if the parents choose to opt-in.,17,6,['▁opt'],1
flavour,Their design minimized the cost while giving the hotel a distinct local flavour.,13,6,"['▁flav', 'our']",2
americanus,"L. americanus, are heat sensitive, thus symptoms only develop when the temperature is in the range 20–25 °C.",18,6,"['▁amer', 'ican', 'us']",3
underpinnings,This brought him to be very much attracted to the philosophical underpinnings of the human condition in all of its aspects.,21,6,"['▁under', 'p', 'inn', 'ings']",4
photobook,"On the same day, the group's second photobook 1/5 was released, featuring images of each member in her hometown.",19,6,"['▁phot', 'ob', 'ook']",3
fluoroscopy,"Radiographers now perform fluoroscopy, computed tomography, mammography, ultrasound, nuclear medicine and magnetic resonance imaging as well.",16,6,"['▁flu', 'or', 'os', 'copy']",4
bloodstream,"Since antibodies exist freely in the bloodstream, they are said to be part of the humoral immune system.",18,6,"['▁blood', 'stream']",2
unloading,This unloading of may contribute to the development of acid-base disorders due to the associated increase in PaCO2 (hypercapnea).,19,6,"['▁un', 'loading']",2
akin,"Speculators could buy credit default swaps (CDSs), which were akin to an insurance policy, to bet against CDOs they did not own.",22,6,"['▁a', 'kin']",2
alertness,"Another system, known as VACMA, oversees the driver's alertness.",9,6,"['▁alert', 'ness']",2
infighting,"In 444, the first major incident of much political infighting during Emperor Taiwu's late reign occurred.",16,6,"['▁inf', 'ight', 'ing']",3
bedding,The rifle uses an aluminum bedding block and recoil lugs to prevent any movement between the stock and the action.,20,6,"['▁bed', 'ding']",2
alle,"The lyrics were written for an older melody, ""Es sind doch selig alle, die im rechten Glauben wandeln"" (Zahn No. 8303).",21,6,['▁alle'],1
sg,'goat'(10): 'beard'; 'relish'; 'intelligence' (no sg.,6,6,"['▁s', 'g']",2
excretion,Food intake (and the presence of lipids) stimulates bodily biliary excretion of bile acids and greatly enhances absorption of CoQ10.,20,6,"['▁ex', 'cret', 'ion']",3
fourteenth,"Individually, she finished fourteenth in the all-around.",7,6,"['▁four', 'teenth']",2
tenacity,This unique experience showed an abnormal tenacity and extraordinary bravery.,10,6,"['▁ten', 'acity']",2
ccc,"style=""text-align: center;background:#ccc"" | Linguistic Area !",6,6,"['▁c', 'cc']",2
almanac,"Next, using an accurate clock, the observed celestial object's geographic position (GP) is looked up in an almanac.",18,6,"['▁al', 'man', 'ac']",3
podcasters,"They also signed a contract with Sina.com, one of the largest Chinese Internet portals as bloggers and podcasters.",18,6,"['▁pod', 'c', 'aster', 's']",4
confectionery,Rhizopus microsporus is similarly one of three common Rhizopus species to cause the disease Rhizopus Head Rot in confectionery sunflower species.,21,6,"['▁con', 'fection', 'ery']",3
shearwater,"Southern giant-petrel, Macronectes giganteus (A) Kermadec petrel, Pterodroma neglecta Herald petrel, Pterodroma arminjoniana Murphy's petrel, Pterodroma ultima Providence petrel, Pterodroma solandri Henderson petrel, Pterodroma atrata Mottled petrel, Pterodroma inexpectata Juan Fernandez petrel, Pterodroma externa White-necked petrel, Pterodroma cervicalis Black-winged petrel, Pterodroma nigripennis Cook's petrel, Pterodroma cookii Gould's petrel, Pterodroma leucoptera Collared petrel, Pterodroma brevipes (A) Stejneger's petrel, Pterodroma longirostris (A) Phoenix petrel, Pterodroma alba - vulnerable Blue petrel, Halobaena caerulea Bulwer's petrel, Bulweria bulwerii Tahiti petrel, Pseudobulweria rostrata Gray petrel, Procellaria cinerea - near-threatened Wedge-tailed shearwater, Ardenna pacifica Buller's shearwater, Ardenna bulleri (A) Sooty shearwater, Ardenna grisea Short-tailed shearwater, Ardenna tenuirostris (A) Christmas shearwater, Puffinus nativitatis Tropical shearwater, Puffinus bailloni Frigatebirds Order: SuliformesFamily: Fregatidae Frigatebirds are large seabirds usually found over tropical oceans.",123,6,"['▁she', 'ar', 'water']",3
intelligentsia,Its readership includes members of Israel's intelligentsia and members of its political and economic elites.,15,6,"['▁intellig', 'ents', 'ia']",3
minaret,The minaret features unique Mamluk decoration and an orthogonal floor plan.,11,6,"['▁min', 'aret']",2
toadfish,"Unlike any other member of the toadfish family, the splendid toadfish is distinctive for its vibrant colors.",17,6,"['▁to', 'ad', 'fish']",3
cam,"The stackfreed, a spring-loaded cam on the mainspring shaft, added a lot of friction and was abandoned after about a century.",21,6,['▁cam'],1
burgh,The land occupied by the crofts was known as the Burgh Roods or the terrirtorium croftorum burgi.,17,6,"['▁burg', 'h']",2
sometimes,Notions of compactness and completeness that are equivalent in finitary logic sometimes are not so in infinitary logics.,18,6,['▁sometimes'],1
driven,"In 1983, the FIA prohibited cars with four driven wheels from competing.",12,6,['▁driven'],1
storming,"His agitation sparked widespread unrest in Paris, which culminated in the Storming of the Bastille two days later.",18,6,"['▁storm', 'ing']",2
newfound,Smith said he hoped to work with juvenile delinquents and help other young people with his newfound knowledge.,18,6,"['▁new', 'found']",2
grouper,The heavily fished site contained 50% less grouper population than its counterparts.,12,6,"['▁gr', 'ou', 'per']",3
microcosm,"Starting from the Platonic corpus, medieval culture considered the world as a great animal—and, therefore, as a human being—while man was conceived as a world, a microcosm within the great cosmos of Creation.",33,6,"['▁micro', 'cos', 'm']",3
polyhedron,"In geometry, the rhombicosahedron is a nonconvex uniform polyhedron, indexed as U56.",12,6,"['▁poly', 'hed', 'ron']",3
savagery,"The manifesto emphasizes the need to create areas of ""savagery""—i.e., lawlessness—in enemy territory.",13,6,"['▁sav', 'ag', 'ery']",3
merry,"And send us peace in merry England Both now and ever more, O.",13,6,"['▁mer', 'ry']",2
jusqu,"Dictionnaire général de la langue française du commencement du XVIIe siècle jusqu’à nos jours, précédé d’un traité de la formation de la langue, 2 volumes en collaboration avec A. Hatzfeld et A. Darmesteter, 1890-1900.",34,6,['▁jusqu'],1
overexpression,Inhibition of cell proliferation miR-675 overexpression brings about reduced proliferation in a range of embryonic and extraembryonic stem cell lines.,20,6,"['▁over', 'expression']",2
adduct,In fact the sulfate ester of the amide is initially produced as an adduct with sulfuric acid ((CH3)2C(OSO3H)C(O)NH2.,18,6,"['▁ad', 'duct']",2
tundra,"In Kildin Sámi, the word for tundra is tūndâr (tūnndra is in the illative case or the diminutive derivative).",19,6,"['▁t', 'und', 'ra']",3
polemic,Another inflaming factor was the development of a strong polemic between Pethrus and the free church communities in Sweden at the time.,22,6,"['▁po', 'lem', 'ic']",3
emulsion,"Tipco manufactures cationic asphalt emulsion, cutback asphalt and polymer modified asphalt cement.",12,6,"['▁em', 'ulsion']",2
gal,"1,000 L (260 US gal) fuel tank mounted in the bomb bay.",12,6,['▁gal'],1
saltation,A study from 2008 finds that the initial saltation of sand particles induces a static electric field by friction.,19,6,"['▁salt', 'ation']",2
naples,Exploded and broke in two at Naples on 16 March 1951 but subsequently repaired.,14,6,"['▁nap', 'les']",2
palazzo,"Palazzo Porto is a palace built by Italian Renaissance architect Andrea Palladio in Contrà Porti, Vicenza, Italy.",17,6,"['▁pal', 'azzo']",2
dummy,The dummy candidate let them copy from his sheet or exchanged the sheet at the end of the exam.,19,6,['▁dummy'],1
lugubris,"Life cycle Like the typical beetle life cycle, C. lugubris has four life stages: egg, larva, pupa and adult.",19,6,"['▁lug', 'ub', 'ris']",3
vomiting,"Side effects and withdrawal Side effects include drowsiness, dizziness, insomnia, nausea, vomiting, and abdominal discomfort.",15,6,"['▁vom', 'iting']",2
blazing,It depicted nymphs and centaurs fleeing from a car that is approaching them along a winding coast road with its headlights blazing.,22,6,"['▁bla', 'zing']",2
alkyl,"The resulting metal alkyl undergoes beta-hydride elimination, liberating the vinylated product.",11,6,"['▁alk', 'yl']",2
deputation,May 14 – Paul Kruger leads a second deputation to the United Kingdom to demand the freedom of the South African Republic.,22,6,"['▁de', 'putation']",2
octane,"This modification was common by the summer of 1940, with the widespread availability of 100 octane fuel.",17,6,"['▁oct', 'ane']",2
instigation,"The church was built at the instigation of three sisters from a local gentry family, the Dawsons.",17,6,"['▁inst', 'ig', 'ation']",3
kofun,"As with the other keyhole-shaped tumuli in this cluster, the Atagoyama Kofun had a rectangular double moat.",17,6,"['▁k', 'of', 'un']",3
stiffness,This characteristic is seemingly contradictory to the operational requirements for stiffness and rigidity imposed on this type of equipment.,19,6,"['▁st', 'iff', 'ness']",3
longirostris,The longnose eagle ray or snouted eagle ray (Myliobatis longirostris) is a species of fish in the family Myliobatidae.,19,6,"['▁long', 'iro', 'str', 'is']",4
counterfeit,Zikalala said that the police had confiscated an estimated R1-billion worth of counterfeit goods over the past year.,18,6,"['▁counter', 'fe', 'it']",3
simone,"Chad's early appearances focus on his search for his biological parents, and his love triangle with sisters Whitney and Simone.",20,6,"['▁sim', 'one']",2
huik,It is unknown why the color blue of the huik plays a role in the proverb.,16,6,"['▁hu', 'ik']",2
gr,Another estimation listed it at 85 cm (2.6 ft) and 780 gr (1.72 lbs).,14,6,['▁gr'],1
fiance,Helen married her pre-war fiance and left Romania shortly before it came under communist rule.,15,6,"['▁f', 'iance']",2
sedis,incertae sedis (6) Order Rhodogorgonales (18) Order Sporolithales (61) References Florideophyceae Bikont subclasses,13,6,"['▁sed', 'is']",2
plutonium,"In December 1947, the young female workforce produced the first Soviet plutonium, a mass of 73 microgrammes.",17,6,"['▁plut', 'on', 'ium']",3
rheumatoid,Medical use Rheumatoid arthritis and psoriatic arthritis are the only indications that have received regulatory approval.,16,6,"['▁r', 'he', 'um', 'ato', 'id']",5
lysis,"Ultimately, a necroptosis cascade is activated, resulting in membrane blebbing and eventually cell lysis.",14,6,"['▁l', 'ysis']",2
